round,Leonard Bernstein,Claude Debussy,Antonín Dvořák,Gustav Holst,Gustav Mahler,Wolfgang Amadeus Mozart,Sergei Prokofiev,Nikolai Rimsky-Korsakov,Dmitri Shostakovich,Jean Sibelius,Igor Stravinsky,Richard Wagner
0,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333
1,0.08333333333333333,0.08333333333333331,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333331,0.08333333333333331,0.08333333333333333,0.08333333333333333
2,0.08262338433539339,0.08319742616021955,0.08467653900389806,0.08391643113695575,0.08383346096197532,0.08329760926167715,0.08177651304383357,0.0838293143799799,0.08311254122431241,0.08388766504951259,0.08262179502786486,0.0832273204143776
3,0.08315820574683953,0.08376871626430131,0.08357837214719317,0.08367989618172926,0.0832924252734389,0.08246607046582421,0.08326853918810372,0.08352652995851098,0.08322771219679684,0.08346316341457918,0.08350098962815555,0.08306937953452734
4,0.08315820574683953,0.0837687162643013,0.08357837214719317,0.08367989618172926,0.0832924252734389,0.08246607046582421,0.08326853918810372,0.08352652995851098,0.08322771219679682,0.08346316341457917,0.08350098962815555,0.08306937953452734
5,0.08315820574683953,0.08376871626430128,0.08357837214719317,0.08367989618172926,0.0832924252734389,0.08246607046582421,0.08326853918810372,0.08352652995851098,0.08322771219679681,0.08346316341457916,0.08350098962815555,0.08306937953452734
6,0.08315820574683955,0.08376871626430128,0.0835783721471932,0.08367989618172927,0.08329242527343891,0.08246607046582423,0.08326853918810373,0.083526529958511,0.08322771219679681,0.08346316341457916,0.08350098962815557,0.08306937953452735
7,0.08422249002981144,0.08490738915671431,0.08140015940753871,0.08318878955779949,0.08219927370880305,0.0808049828369034,0.08632439950927413,0.08290389015399528,0.08344046777458325,0.08259962552901072,0.08527361994005336,0.08273491239551276
8,0.08281517665231802,0.08464697835121573,0.08404696600601894,0.08436612258015218,0.08319865189420765,0.08075031849853434,0.08315930260771248,0.08390357534717637,0.08301573613731617,0.08371148291127115,0.0838455329438985,0.08254015607017852
9,0.0843980089109916,0.08636643301737307,0.08076880223774187,0.08361132818521382,0.0815528313939362,0.07830962377677422,0.0877678537436505,0.08295396655463698,0.08332166941260828,0.08240240513063535,0.08651774025064803,0.08202933738578995
10,0.08492408160070242,0.08693918576232794,0.07968321065645939,0.0833462861826444,0.08099433780453179,0.07749370134651691,0.08936067822081767,0.0826244224291386,0.08341205632782309,0.08195427434781359,0.08742200442467324,0.08184576089655098
11,0.08492408160070242,0.08693918576232791,0.07968321065645939,0.0833462861826444,0.08099433780453179,0.07749370134651691,0.08936067822081767,0.0826244224291386,0.08341205632782307,0.08195427434781358,0.08742200442467324,0.08184576089655098
12,0.08596919887725102,0.08807902103029301,0.07753115370843319,0.08279777405322558,0.07986681535372589,0.07586474375741127,0.09262194717824462,0.08194812773559806,0.08357412638841288,0.08104369627728614,0.08924370499874566,0.08145969064137258
13,0.08751871427798039,0.08977409309015574,0.07434856588615332,0.08192798230715335,0.07814827062327308,0.07342721163061443,0.09771228631779035,0.08088974791476712,0.0837693981988858,0.07964113958371259,0.09201026733456809,0.08083232283494594
14,0.08969923268508082,0.08875731994198932,0.07085077901156303,0.0795471786548243,0.07699177407049168,0.07542318317913088,0.10232572881049379,0.07911732849773315,0.08444992687825856,0.07791968544267144,0.09329445936199693,0.08162340346576617
15,0.0908009577637154,0.08822293570790399,0.06912290299298636,0.07834620538825178,0.07639186080457887,0.07643515375506452,0.10471875998964376,0.07821308531180445,0.08477443417574683,0.07704096104836322,0.09392722026979997,0.08200552279214088
16,0.09190745563833591,0.08767222406442317,0.06741334156798164,0.07714121644547758,0.07577878323074962,0.07745392751960879,0.1071657190621114,0.07729899438290129,0.08508709670956013,0.07615234503114048,0.0945516588001363,0.08237723754757381
17,0.0912473880151285,0.0876234657967791,0.06852619337306579,0.07773830901389511,0.07629279276639206,0.07750040068028388,0.1053481912108859,0.0778196175626277,0.08495642065566958,0.07671651080766716,0.09387086613819398,0.08235984397941115
18,0.09124738801512851,0.0876234657967791,0.0685261933730658,0.07773830901389513,0.07629279276639207,0.0775004006802839,0.10534819121088591,0.07781961756262772,0.08495642065566958,0.07671651080766716,0.09387086613819401,0.08235984397941117
19,0.09124738801512851,0.08762346579677908,0.0685261933730658,0.07773830901389513,0.07629279276639207,0.0775004006802839,0.10534819121088591,0.07781961756262772,0.08495642065566957,0.07671651080766714,0.09387086613819401,0.08235984397941117
20,0.09058333959890512,0.0875680054209846,0.06965550852875821,0.0783358954655323,0.07680602844032483,0.07754120493872153,0.10354852448823679,0.07833939090342763,0.08481918427701941,0.07728070960921554,0.0931859984041859,0.08233620992468813
21,0.09388974116446641,0.08590300325845243,0.06459243245664405,0.0747487640176237,0.07494133607973677,0.0806436782282223,0.11091941043093013,0.07559525025832484,0.08572239077909506,0.07460821299352136,0.09501283469437005,0.08342294563861284
22,0.09059931767173836,0.08567657433173809,0.0700731044536685,0.0776763420605244,0.07750975637943452,0.08089427547485124,0.10189797223538301,0.07816763156968226,0.08508103211529829,0.07740356083175584,0.09167463740778536,0.08334579546814012
23,0.09112487457629341,0.08620844268895045,0.06907171312367495,0.07738094325152377,0.07692384324522009,0.07998781039858045,0.1037293747208605,0.07780628856761954,0.08512717452338604,0.0769298936075663,0.09260147725290538,0.08310816404341903
24,0.08776214170012624,0.08584893907891049,0.07489083608947358,0.08032649769225358,0.07947160578362503,0.08011832122342225,0.09505465472462976,0.08036408755128559,0.08435548472109697,0.07972622161129689,0.0891759733440736,0.08290523647980608
25,0.08776214170012624,0.08584893907891047,0.07489083608947358,0.08032649769225358,0.07947160578362503,0.08011832122342225,0.09505465472462976,0.08036408755128559,0.08435548472109695,0.07972622161129687,0.0891759733440736,0.08290523647980608
26,0.08431656490061425,0.08532363152892204,0.081142927798716,0.08327194039344817,0.08198747099379815,0.0800988550782301,0.08682848677798638,0.08288812138764996,0.083421149443631,0.0825109684023263,0.08566681685265216,0.08254306644202539
27,0.082911878865755,0.08506538113793208,0.08378257115814039,0.08445278735669122,0.0829866921053546,0.08004776021084054,0.08365041911085565,0.08389006691835608,0.08299999506610231,0.08362398901400593,0.08423641370886782,0.08235204534709838
28,0.0850110332219552,0.08735622014317894,0.07942786834414355,0.08342328240817246,0.08078092854870703,0.07681394690025503,0.089870963007811,0.08260286959079668,0.08338609762515035,0.0818609585679635,0.08781536437737181,0.08165046726449439
29,0.08222928339882296,0.08684569263981638,0.08466882860989373,0.08580953840659368,0.08276685790435996,0.07672969823071364,0.08345611386062599,0.08461701956746559,0.08256445578146734,0.08408832103827235,0.08493538277564233,0.08128880778632594
30,0.08434857959529406,0.08602895177310418,0.08093365172469452,0.08352422860422885,0.08170930345879932,0.07887608085087011,0.08741188242015278,0.08295116636993728,0.08334711944118363,0.08245709090226908,0.08622136915557838,0.08219057570388798
31,0.08434857959529406,0.08602895177310417,0.08093365172469452,0.08352422860422885,0.08170930345879932,0.07887608085087011,0.08741188242015278,0.08295116636993728,0.08334711944118361,0.08245709090226906,0.08622136915557838,0.08219057570388798
32,0.08154456967781726,0.08548941701038096,0.08626074915196073,0.08588804559543325,0.08369207681449334,0.07875719035928101,0.08111572225176503,0.0849473740980687,0.08248906509718719,0.08467524874635744,0.08334872968352695,0.0817918115137281
33,0.08154456967781726,0.08548941701038094,0.08626074915196073,0.08588804559543325,0.08369207681449334,0.07875719035928101,0.08111572225176503,0.0849473740980687,0.08248906509718718,0.08467524874635743,0.08334872968352695,0.0817918115137281
34,0.08083414533108714,0.0853367485105123,0.08764627994111421,0.08647980936529788,0.08418492064124385,0.07871174752346445,0.0795802185437194,0.08544335974549314,0.08225726749368625,0.08522926482364432,0.0826209890288526,0.08167524905188435
35,0.08188384012156105,0.08496083932854753,0.08572922145674097,0.08535250456583049,0.08367233882619333,0.07981870906717765,0.08145261546997801,0.0846276380421068,0.08266597634964952,0.08442789170433315,0.08326226150119967,0.08214616356668193
36,0.08346145396924412,0.08669948045357223,0.08241015850993551,0.08460764090821213,0.08203762465405297,0.07742760512151148,0.08597189986851178,0.083688895548735,0.08298634687648329,0.08312746870711077,0.08592611751617467,0.0816553078664559
37,0.08346145396924413,0.08669948045357223,0.08241015850993552,0.08460764090821216,0.082037624654053,0.07742760512151149,0.0859718998685118,0.08368889554873502,0.08298634687648329,0.08312746870711077,0.08592611751617468,0.08165530786645592
38,0.08605128327701198,0.08956643180264579,0.07699945439451374,0.08324286583713518,0.07923992772641898,0.07345572839110752,0.09399878496170977,0.08200883134778604,0.08340045316217407,0.08086265010719511,0.09046015982964131,0.08071342916266057
39,0.08536720853043338,0.0894613610491412,0.07825332068521114,0.08385166925998093,0.07974185840122403,0.07345642386888816,0.09231166652375114,0.08252428753929561,0.08321904768676373,0.081426591675203,0.08973933892360927,0.0806472258564983
40,0.0896770489138785,0.08753136219515836,0.07120082026064217,0.07916320840496487,0.07748148722630603,0.07750238132595626,0.1011810242437717,0.07904632825303852,0.0846159045177861,0.07804155820142626,0.09229075795626346,0.08226811850080759
41,0.08967704891387852,0.08753136219515836,0.07120082026064219,0.07916320840496488,0.07748148722630605,0.07750238132595627,0.10118102424377173,0.07904632825303853,0.0846159045177861,0.07804155820142626,0.09229075795626347,0.0822681185008076
42,0.08900418059451874,0.08746007971184966,0.07236953086391093,0.07976181769081583,0.07799249749583427,0.07752972812126482,0.09942313290852389,0.07956384103133889,0.08446331008078456,0.07860553648161879,0.09159656904410479,0.0822297759754345
43,0.08900418059451878,0.08746007971184967,0.07236953086391096,0.07976181769081588,0.0779924974958343,0.07752972812126485,0.09942313290852393,0.07956384103133891,0.08446331008078457,0.07860553648161882,0.09159656904410482,0.08222977597543453
44,0.08900418059451878,0.08746007971184964,0.07236953086391096,0.07976181769081588,0.0779924974958343,0.07752972812126485,0.09942313290852393,0.07956384103133891,0.08446331008078456,0.0786055364816188,0.09159656904410482,0.08222977597543453
45,0.09446608010982617,0.08476600528392444,0.06392042387629504,0.07385344878066168,0.07492181761475213,0.08274777812096903,0.11141458736913454,0.07504647345221345,0.08598652236304574,0.07419929087083207,0.09461598363996337,0.08406158851838229
46,0.09550390410071234,0.08576758364973819,0.062032144284209424,0.07322637218497378,0.0737188364740775,0.08081374523555349,0.11541967145724498,0.07428517446773159,0.08601213092661697,0.07322282354715189,0.09648823525087594,0.08350937842111389
47,0.0960178527588988,0.08626475263250774,0.06109452932542586,0.07290293154858697,0.07311074087685791,0.07984654502064657,0.11747447463941893,0.07389493666627991,0.08601351470758328,0.07272636196713933,0.09743175510775566,0.08322160474889909
48,0.09344969381513894,0.08618365610095967,0.06524117154348857,0.07524232684640231,0.07517519345112032,0.08013517300962882,0.10996561884216022,0.07596732839194524,0.08560172420194513,0.07496288166423065,0.09481888462156728,0.08325634751141285
49,0.09344969381513894,0.08618365610095965,0.06524117154348857,0.07524232684640231,0.07517519345112032,0.08013517300962882,0.1099656188421602,0.07596732839194524,0.0856017242019451,0.07496288166423064,0.09481888462156728,0.08325634751141285
50,0.09448013981264586,0.08720541268901363,0.06331891375973442,0.07460784927178675,0.07397304502018841,0.07826795272624856,0.11392050292406988,0.07520123568487014,0.08563152972007566,0.0739810572033647,0.09669821966418309,0.08271414152381884
51,0.09448013981264587,0.08720541268901363,0.06331891375973443,0.07460784927178676,0.07397304502018842,0.07826795272624858,0.11392050292406991,0.07520123568487015,0.08563152972007566,0.0739810572033647,0.0966982196641831,0.08271414152381885
52,0.09599387915709855,0.08871232070424899,0.06048219597697821,0.07361058045964562,0.0721456260370978,0.07547966605591207,0.12008456867075447,0.07400941697714498,0.08561938847063032,0.07247415039932957,0.09954091983085363,0.08184728726030582
53,0.09409805728720204,0.08867902919000034,0.06354750047253675,0.07539477191447541,0.07368796849265774,0.07570845166817831,0.1143342105895934,0.07558103526631663,0.08534064406525364,0.07415888933131629,0.09756974050159031,0.0818997012208791
54,0.0952163556065189,0.08806408713757718,0.06190742138394049,0.07416859630851795,0.07304282849120028,0.07669655980357563,0.11699888557711538,0.0746367745736476,0.08561420640584473,0.07324396815149853,0.09817743995430978,0.08223287660625339
55,0.10076405967212446,0.0847862697478753,0.054111791674513035,0.06809250089275753,0.06967711582442175,0.08163787071725767,0.1310176529728798,0.06985535586135093,0.08675534909299333,0.06860635793099415,0.10100520964623631,0.08369046596659578
56,0.1030177729497928,0.08334287495775086,0.051096737543690575,0.0656240744282454,0.0682284096925421,0.0836654076474405,0.13713190953269222,0.06786414320389236,0.08711103941037608,0.06667279246778707,0.10205995879861171,0.08418487936717835
57,0.1030177729497928,0.08334287495775085,0.051096737543690575,0.0656240744282454,0.0682284096925421,0.0836654076474405,0.13713190953269222,0.06786414320389236,0.08711103941037607,0.06667279246778705,0.10205995879861171,0.08418487936717835
58,0.10242634974554861,0.08339300770454246,0.05196168522253364,0.06618454839786328,0.06874863871146876,0.08380831371669951,0.13506059846490448,0.0683784883640077,0.08708175860427142,0.06722105297124907,0.10147224170406015,0.0842633163928509
59,0.10001764079316203,0.08353553923436578,0.05554147858506962,0.06843288967591427,0.07082552363333201,0.08432455271713857,0.12697288948371355,0.07043135656478675,0.08690318924161795,0.06941687703077903,0.09907894906209727,0.08451911397802313
60,0.0968990355515988,0.08358204873854035,0.060323872483565494,0.07126971294243986,0.0734226147092979,0.08484553502463872,0.11725274173479726,0.0729971822484225,0.08653932329910975,0.07217918782971414,0.09598101693716189,0.0847077285007134
61,0.09625768399641518,0.08357338691085109,0.06132960082575792,0.07184366417023905,0.07394480808065501,0.08493319275536365,0.11534914263144856,0.07351291660662862,0.08644699607927343,0.07273691364612585,0.0953440098902238,0.08472768440701788
62,0.09496333988253546,0.08353774214989637,0.06338371260939483,0.07299281994043984,0.07498697016076776,0.08509066343667947,0.11159939251586601,0.07454200915293879,0.08624324877763409,0.07385239233176101,0.09405852534873704,0.0847491836933493
63,0.09703326755812136,0.08549865721454544,0.05968078901394102,0.07173999190261199,0.0725803666590015,0.08114053907936003,0.11972771250958664,0.07301862902650613,0.08627110055018038,0.0719033261852514,0.0977881156299008,0.08361750467099327
64,0.09576339460041436,0.08548705491150796,0.06168606210032272,0.07290202401003962,0.07361875027655045,0.08131358753870424,0.11589055020836672,0.07405638461448495,0.08609374207421618,0.07302084557754698,0.09650486832178606,0.08366273576605977
65,0.09317748767674079,0.08538873179786699,0.06586792086809541,0.07523054385379127,0.07568606031295257,0.08159111416055968,0.10844577248845098,0.07612172173702433,0.08566288008830127,0.07525537319795633,0.09389209848381223,0.08368029533444817
66,0.0942163780148276,0.08641135116404658,0.06394273851244653,0.07460954268375242,0.07449079371336145,0.07970784223247666,0.11235150101533747,0.07536795888724056,0.08570582588561661,0.07428407849464323,0.09576223118185238,0.08314975821439843
67,0.09574390277842294,0.08792074756828057,0.061101001752555485,0.07363265531236682,0.07267326874378124,0.07689488672519873,0.11843973579304269,0.07419462413519709,0.08571396598281454,0.07279274252294402,0.09859205300849758,0.08230041567689823
68,0.09447315930301901,0.08789561996732669,0.06315056935016743,0.07481761544349715,0.07370497058707116,0.07704781722151939,0.11461589660040768,0.07524089511720482,0.08552443708775884,0.07391631136352428,0.0972799740540561,0.08233273390444765
69,0.09498037345977098,0.08840404182310704,0.062194476438488175,0.0744857620480453,0.07309545596417426,0.07612391411611279,0.11665582093605942,0.07484420673679176,0.08552445953554827,0.0734136752011969,0.09823027390229266,0.08204753983841256
70,0.09370239991601434,0.0883656988668812,0.06427731599815995,0.07567676155886113,0.07412522426408939,0.07626451958841471,0.11286239349619223,0.07589150172229532,0.0853222533915119,0.07453911655620568,0.09690504216572805,0.08206777247564617
71,0.09593193212180019,0.08714324400549282,0.06100773230259925,0.07323796385495841,0.07283270869654879,0.07825887291408935,0.1181639442786701,0.07400829542025136,0.08586433314301165,0.07271238215030663,0.09810771365977805,0.08273087745249352
72,0.09272826823239083,0.08703228464841406,0.06621671406488541,0.07617779947773645,0.07540326286716947,0.07860461093641777,0.10879457528646186,0.07660244804878931,0.08534266438318865,0.07550878430406424,0.09482277646459936,0.08276581128588255
73,0.09141162969072737,0.08694217527460975,0.06841954876314947,0.07736389438334546,0.0764323069326029,0.07870448033884049,0.10515362345564211,0.07764049971037455,0.08508773409765116,0.07663410830552339,0.09347295340976687,0.0827370456377664
74,0.09345762767088571,0.08903296347916521,0.0644953005697975,0.07609977413381663,0.0740490612761247,0.07512922065914222,0.11283952234672394,0.07611927669075706,0.08517630090015407,0.07467897472526354,0.09722347781285273,0.08169849973531665
75,0.09345762767088572,0.08903296347916521,0.06449530056979752,0.07609977413381665,0.07404906127612472,0.07512922065914224,0.11283952234672397,0.07611927669075708,0.08517630090015407,0.07467897472526354,0.09722347781285275,0.08169849973531666
76,0.09151327237818122,0.0889230137026623,0.06774308100297095,0.07789825129393355,0.07558507290090159,0.07529497523372684,0.10728583181674568,0.07768724766199515,0.08482327665003117,0.07636900294202724,0.09519554149206276,0.08168143292476139
77,0.09352392633057471,0.09102555083436495,0.06380651715777522,0.07658007432198333,0.07317946755613987,0.07182149857424107,0.11510863868314127,0.07611881774124628,0.08486863816304609,0.07437319112732953,0.09898373095242283,0.08060994855773491
78,0.0946397404581687,0.0904040535955116,0.06217035172447548,0.07534505444099172,0.07254701393153463,0.07276193676365497,0.11779242212532788,0.07517730386877733,0.08514699927490675,0.07346483784385757,0.09960663703506596,0.08094364893772722
79,0.09463974045816873,0.0904040535955116,0.06217035172447549,0.07534505444099174,0.07254701393153465,0.07276193676365499,0.1177924221253279,0.07517730386877734,0.08514699927490675,0.07346483784385757,0.09960663703506599,0.08094364893772725
80,0.09908289965235507,0.08777444872548765,0.05588469950556161,0.07043228380666226,0.06991962857154299,0.07653147314279005,0.1290091633747366,0.07136342088534779,0.08611316941230805,0.0697821014516164,0.10196153291303288,0.08214517855855845
81,0.1014500284881663,0.09006127654160595,0.051502888988665826,0.06859436582648568,0.06676625012117225,0.07169000326187226,0.14064592916896387,0.06920338241751145,0.08579203169055118,0.06714076739586937,0.10675191449958735,0.08040116159954842
82,0.10145002848816632,0.09006127654160595,0.05150288898866583,0.06859436582648569,0.06676625012117227,0.07169000326187228,0.1406459291689639,0.06920338241751146,0.08579203169055118,0.06714076739586937,0.10675191449958737,0.08040116159954844
83,0.10087446291907408,0.09012033034179219,0.05237570408989762,0.06918276492888124,0.06727794982902918,0.07181617055187724,0.1385338088367158,0.06973059949380184,0.08576801324688933,0.06769542435979481,0.10614439811664468,0.08048037328560202
84,0.09793268702860199,0.09032032736018399,0.056919085715977195,0.07213268695396326,0.0698285386303441,0.07237464543005767,0.1282753083519067,0.07235772414187983,0.08555611329595111,0.07047082259562554,0.10303982885767554,0.08079223163783328
85,0.09841289783456088,0.09080157119678832,0.056005283974439726,0.07176359765398654,0.0691976517340329,0.07144553687360715,0.13053416245440527,0.07192561240132558,0.08550617959146913,0.06993995707823329,0.10400849952562617,0.08045904968152501
86,0.0995386148263037,0.09007910137131174,0.0544708870067268,0.07050292663183311,0.06851728039434654,0.07234874670111249,0.1335646072651616,0.0709414156032867,0.08571931214440996,0.068994173880562,0.10459180355006174,0.08073113062488366
87,0.10047541498589418,0.09100433110118167,0.052697198025097626,0.06974369249468286,0.06724261240236412,0.07045481677274981,0.13827885821010533,0.0700559684417682,0.08557661322715673,0.06791755967592589,0.10653049453035865,0.08002244013271491
88,0.09753551152506215,0.09119896155284889,0.057266746367757526,0.07271347502902309,0.06978777054998059,0.07099724396527762,0.12802265524822945,0.07269108005545062,0.0853580784562792,0.0706980511717851,0.10340427437451671,0.08032615170378886
89,0.09985045171954009,0.09356104394644595,0.05276019265887397,0.07079991790950478,0.06662320652777291,0.06648686194369537,0.13956230786032692,0.07047436371802941,0.08502330588820481,0.0680053316153025,0.10824956173757345,0.07860345447472972
90,0.10537312405261962,0.08951111152827747,0.04566109630365518,0.06447593963563976,0.06313115206812478,0.07058807200392933,0.1561769881467496,0.06547500779877463,0.08577719866356308,0.0632333067202547,0.11093969075725234,0.07965731232115943
91,0.10537312405261963,0.08951111152827747,0.04566109630365519,0.06447593963563977,0.0631311520681248,0.07058807200392934,0.15617698814674963,0.06547500779877465,0.08577719866356308,0.0632333067202547,0.11093969075725235,0.07965731232115944
92,0.10537312405261963,0.08951111152827745,0.04566109630365519,0.06447593963563977,0.0631311520681248,0.07058807200392934,0.15617698814674963,0.06547500779877465,0.08577719866356306,0.06323330672025469,0.11093969075725235,0.07965731232115944
93,0.10649243583408176,0.08863141982862342,0.04427740875277844,0.06318947817839526,0.06238593411060126,0.07142748758898446,0.1597769572904439,0.06443644912607809,0.08587901374033304,0.062241014016588596,0.11143586580317083,0.07982653572992093
94,0.10382049006948484,0.0891258734975993,0.04817656595231326,0.06603577755814967,0.06490816001704834,0.07221369822536068,0.14875162781346035,0.06702674278504689,0.08596464074832864,0.06494490226763022,0.1086305385985675,0.08040098246701034
95,0.1027064106351944,0.08928359009154045,0.049829167599082,0.06719312136338054,0.06592735817315605,0.07249954968696158,0.14443132490401028,0.06807310033214543,0.0859574791477834,0.06604204949240447,0.10746109440622814,0.08059575416811324
96,0.1027064106351944,0.08928359009154044,0.049829167599082,0.06719312136338054,0.06592735817315605,0.07249954968696158,0.14443132490401028,0.06807310033214543,0.08595747914778339,0.06604204949240446,0.10746109440622814,0.08059575416811324
97,0.10270641063519441,0.08928359009154044,0.04982916759908201,0.06719312136338056,0.06592735817315606,0.0724995496869616,0.1444313249040103,0.06807310033214545,0.08595747914778339,0.06604204949240446,0.10746109440622817,0.08059575416811325
98,0.10494886018671208,0.08765790340556731,0.04696319126044432,0.06465703563134538,0.06447453116315002,0.07426453973867089,0.15115463356193112,0.06603950543572235,0.08623784872601509,0.06409068961210732,0.10850451541864733,0.08100674585968694
99,0.1021571741618787,0.08803780722767728,0.051076065656045236,0.06751191252430382,0.06702110515799391,0.07499309086890929,0.1404412457988848,0.06863255038513034,0.08621301398045722,0.06681696605826262,0.10560906761967934,0.08149000056077738
100,0.1021571741618787,0.08803780722767726,0.051076065656045236,0.06751191252430382,0.06702110515799391,0.07499309086890929,0.1404412457988848,0.06863255038513034,0.08621301398045719,0.06681696605826261,0.10560906761967934,0.08149000056077738
